CADCellName,Label,X,Y,Z,XANG,YANG,ZANG,SC_X,SC_Y,L,K0L,K1L,K2L,K3L
DM10X,DM10X,0,0,1038.787709,0,0,0,0.002866546,0.003402283,0.24939062,0,0,0,0
WS11304,WS11304,0,0,1039.0371,0,0,0,0.003066262,0.003101863,0,0,0,0,0
DM11,DM11,0,0,1039.0371,0,0,0,0.003066262,0.003101863,0.28369938,0,0,0,0
QM11312,QM11312,0,0,1039.320799,0,0,0,0.00329442,0.002761075,0.054,0,0.184112615,0,0
BPM11312,BPM11312,0,0,1039.374799,0,0,0,0.003321513,0.002709984,0,0,0,0,0
QM11312,QM11312,0,0,1039.374799,0,0,0,0.003321513,0.002709984,0.054,0,0.184112615,0,0
DM12,DM12,0,0,1039.428799,0,0,0,0.00331564,0.002685913,0.128001,0,0,0,0
BC11CBEG,BC11CBEG,0,0,1039.5568,0,0,0,0.003262714,0.002660795,0,0,0,0,0
BCX11314A,BCX11314A,0,0,1039.5568,0,0,0,0.003262714,0.002660795,0.101637415,-0.046999808,0,0,0
BCX11314B,BCX11314B,0.00238803,0,1039.6584,0,0.046999809,0,0.003223533,0.00264575,0.101862802,-0.047104033,0,0,0
D11OA,D11OA,0.009568012,0,1039.76,0,0.094103843,0,0.003198179,0.002627137,0.245868847,0,0,0,0
CQ11317,CQ11317,0.032671082,0,1040.004781,0,0.094103843,0,0.003403981,0.00255726,0.054,0,0,0,0
CQ11317,CQ11317,0.037745193,0,1040.058542,0,0.094103843,0,0.003490124,0.002542089,0.054,0,0,0,0
D11OB,D11OB,0.042819303,0,1040.112303,0,0.094103843,0,0.003589047,0.002526985,0.559572294,0,0,0,0
YC11321,YC11321,0.095399522,0,1040.6694,0,0.094103843,0,0.005138359,0.002374658,0,0,0,0,0
D11OC,D11OC,0.095399522,0,1040.6694,0,0.094103843,0,0.005138359,0.002374658,1.532279752,0,0,0,0
BCX11331A,BCX11331A,0.23938021,0,1042.1949,0,0.094103843,0,0.011041469,0.00200773,0.101862802,0.047104033,0,0,0
BCX11331B,BCX11331B,0.246560193,0,1042.2965,0,0.046999809,0,0.011389359,0.001978464,0.101637415,0.046999809,0,0,0
DDG11,DDG11,0.248948223,0,1042.3981,0,0,0,0.011500756,0.001949758,0.24864,0,0,0,0
BPM11333,BPM11333,0.248948223,0,1042.64674,0,0,0,0.01148489,0.001883491,0,0,0,0,0
DDG12,DDG12,0.248948223,0,1042.64674,0,0,0,0.01148489,0.001883491,0.16446,0,0,0,0
DDG13,DDG13,0.248948223,0,1042.8112,0,0,0,0.011474992,0.001841531,0.182606,0,0,0,0
PR11335,PR11335,0.248948223,0,1042.993806,0,0,0,0.011464562,0.001796836,0,0,0,0,0
DDG14,DDG14,0.248948223,0,1042.993806,0,0,0,0.011464562,0.001796836,0.234494,0,0,0,0
BCX11338A,BCX11338A,0.248948223,0,1043.2283,0,0,0,0.011452032,0.001742601,0.101637415,0.046999808,0,0,0
BCX11338B,BCX11338B,0.246560193,0,1043.3299,0,-0.046999809,0,0.011328204,0.001720911,0.101862802,0.047104034,0,0,0
D11OD1,D11OD1,0.23938021,0,1043.4315,0,-0.094103843,0,0.010966338,0.001699925,0.131231132,0,0,0,0
CE11334,CE11334,0.227049075,0,1043.56215,0,-0.094103843,0,0.010410197,0.001665129,0,0,0,0,0
D11OD2,D11OD2,0.227049075,0,1043.56215,0,-0.094103843,0,0.010410197,0.001665129,0.131231132,0,0,0,0
SQ11340,SQ11340,0.21471794,0,1043.692801,0,-0.094103843,0,0.009854557,0.001631722,0.08,0,0,0,0
SQ11340,SQ11340,0.207200739,0,1043.772447,0,-0.094103843,0,0.009516115,0.001612076,0.08,0,0,0,0
D11OE,D11OE,0.199683538,0,1043.852093,0,-0.094103843,0,0.009177918,0.001592998,1.110218903,0,0,0,0
D11OF,D11OF,0.095361803,0,1044.9574,0,-0.094103843,0,0.004539403,0.001398495,0.559170879,0,0,0,0
CQ11352,CQ11352,0.042819303,0,1045.514096,0,-0.094103843,0,0.002364745,0.001360572,0.054,0,0,0,0
CQ11352,CQ11352,0.037745193,0,1045.567857,0,-0.094103843,0,0.002178586,0.001359314,0.054,0,0,0,0
D11OG,D11OG,0.032671082,0,1045.621618,0,-0.094103843,0,0.002001717,0.001358488,0.245868847,0,0,0,0
BCX11355A,BCX11355A,0.009568012,0,1045.866399,0,-0.094103843,0,0.001409159,0.001360204,0.101862802,-0.047104033,0,0,0
BCX11355B,BCX11355B,0.00238803,0,1045.967999,0,-0.046999809,0,0.001348424,0.001358005,0.101637415,-0.046999809,0,0,0
CNT1B,CNT1B,0,0,1046.069599,0,0,0,0.001345101,0.00135734,0,0,0,0,0
BC11CEND,BC11CEND,0,0,1046.069599,0,0,0,0.001345101,0.00135734,0,0,0,0,0
DM13A,DM13A,0,0,1046.069599,0,0,0,0.001345101,0.00135734,0.161725,0,0,0,0
BL11356,BL11356,0,0,1046.231324,0,0,0,0.001347531,0.001360232,0,0,0,0,0
DM13B,DM13B,0,0,1046.231324,0,0,0,0.001347531,0.001360232,0.161725,0,0,0,0
QM11358,QM11358,0,0,1046.393049,0,0,0,0.001353938,0.00136699,0.054,0,-0.350646567,0,0
BPM11358,BPM11358,0,0,1046.447049,0,0,0,0.001369801,0.001357168,0,0,0,0,0
QM11358,QM11358,0,0,1046.447049,0,0,0,0.001369801,0.001357168,0.054,0,-0.350646567,0,0
DM14A,DM14A,0,0,1046.501049,0,0,0,0.001412062,0.001322125,0.384124,0,0,0,0
IM11360,IM11360,0,0,1046.885173,0,0,0,0.001815709,0.001000335,0,0,0,0,0
DM14B,DM14B,0,0,1046.885173,0,0,0,0.001815709,0.001000335,0.17886475,0,0,0,0
QM11362,QM11362,0,0,1047.064038,0,0,0,0.002007318,0.000867129,0.054,0,0.486428792,0,0
BPM11362,BPM11362,0,0,1047.118038,0,0,0,0.002038917,0.000841428,0,0,0,0,0
QM11362,QM11362,0,0,1047.118038,0,0,0,0.002038917,0.000841428,0.054,0,0.486428792,0,0
DM15A,DM15A,0,0,1047.172038,0,0,0,0.002017205,0.00083969,0.351546,0,0,0,0
YC11365,YC11365,0,0,1047.523584,0,0,0,0.001706128,0.000941371,0,0,0,0,0
DM15B,DM15B,0,0,1047.523584,0,0,0,0.001706128,0.000941371,2.155039035,0,0,0,0
PR11375,PR11375,0,0,1049.678623,0,0,0,0.000790706,0.002245213,0,0,0,0,0
DM15C,DM15C,0,0,1049.678623,0,0,0,0.000790706,0.002245213,1.818458018,0,0,0,0
TD11390,TD11390,0,0,1051.497081,0,0,0,0.002266431,0.00355239,0,0,0,0,0
DM15D,DM15D,0,0,1051.497081,0,0,0,0.002266431,0.00355239,0.487587,0,0,0,0
QM11393,QM11393,0,0,1051.984668,0,0,0,0.002710822,0.003909636,0.054,0,-0.330083744,0,0
BPM11393,BPM11393,0,0,1052.038668,0,0,0,0.002784702,0.003914391,0,0,0,0,0
QM11393,QM11393,0,0,1052.038668,0,0,0,0.002784702,0.003914391,0.054,0,-0.330083744,0,0
DM16A,DM16A,0,0,1052.092668,0,0,0,0.002908342,0.003849495,0.5754517,0,0,0,0
XC11398,XC11398,0,0,1052.66812,0,0,0,0.004499677,0.002791317,0,0,0,0,0
YC11399,YC11399,0,0,1052.66812,0,0,0,0.004499677,0.002791317,0,0,0,0,0
DM16B,DM16B,0,0,1052.66812,0,0,0,0.004499677,0.002791317,0.23128,0,0,0,0
Q11401,Q11401,0,0,1052.8994,0,0,0,0.005139768,0.002367391,0.0534,0,0.29258602,0,0
BPM11401,BPM11401,0,0,1052.9528,0,0,0,0.005247096,0.002287963,0,0,0,0,0
Q11401,Q11401,0,0,1052.9528,0,0,0,0.005247096,0.002287963,0.0534,0,0.29258602,0,0
DM17,DM17,0,0,1053.0062,0,0,0,0.005272558,0.002244418,0.027,0,0,0,0
ENDBC11,ENDBC11,0,0,1053.0332,0,0,0,0.005264615,0.002231347,0,0,0,0,0
BEGL2F,BEGL2F,0,0,1053.0332,0,0,0,0.005264615,0.002231347,0,0,0,0,0
LI11STRT,LI11STRT,0,0,1053.0332,0,0,0,0.005264615,0.002231347,0,0,0,0,0
K11_4A1,K11_4A1,0,0,1053.0332,0,0,0,0.005264615,0.002231347,0.3268,0,0,0,0
XC11402,XC11402,0,0,1053.36,0,0,0,0.005135666,0.002061977,0,0,0,0,0
K11_4A2,K11_4A2,0,0,1053.36,0,0,0,0.005135666,0.002061977,0.25,0,0,0,0
YC11403,YC11403,0,0,1053.61,0,0,0,0.005038864,0.001936997,0,0,0,0,0
K11_4A3,K11_4A3,0,0,1053.61,0,0,0,0.005038864,0.001936997,1.5926,0,0,0,0
DAA7,DAA7,0,0,1055.2026,0,0,0,0.004436246,0.001266056,0.8747,0,0,0,0
K11_4B,K11_4B,0,0,1056.0773,0,0,0,0.004193294,0.001077479,2.1694,0,0,0,0
DAA7,DAA7,0,0,1058.2467,0,0,0,0.00346184,0.001339317,0.8747,0,0,0,0
K11_4C,K11_4C,0,0,1059.1214,0,0,0,0.0032399,0.001668389,3.0441,0,0,0,0
K11_4D,K11_4D,0,0,1062.1655,0,0,0,0.002394438,0.002903797,2.1694,0,0,0,0
DAA7A,DAA7A,0,0,1064.3349,0,0,0,0.001924787,0.003781554,0.2511,0,0,0,0
XC11502,XC11502,0,0,1064.586,0,0,0,0.001886412,0.00389541,0,0,0,0,0
DAA7B,DAA7B,0,0,1064.586,0,0,0,0.001886412,0.00389541,0.4238,0,0,0,0
WS11444,WS11444,0,0,1065.0098,0,0,0,0.001825762,0.004088027,0,0,0,0,0
DAA7C,DAA7C,0,0,1065.0098,0,0,0,0.001825762,0.004088027,0.1998,0,0,0,0
DAQ1,DAQ1,0,0,1065.2096,0,0,0,0.001799088,0.004179014,0.0342,0,0,0,0
Q11501,Q11501,0,0,1065.2438,0,0,0,0.001794652,0.004194599,0.0534,0,-0.076113307,0,0
BPM11501,BPM11501,0,0,1065.2972,0,0,0,0.001791446,0.004210402,0,0,0,0,0
Q11501,Q11501,0,0,1065.2972,0,0,0,0.001791446,0.004210402,0.0534,0,-0.076113307,0,0
DAQ2,DAQ2,0,0,1065.3506,0,0,0,0.001795618,0.004209105,0.027,0,0,0,0
K11_5A1,K11_5A1,0,0,1065.3776,0,0,0,0.001799606,0.004204125,0.6689,0,0,0,0
YC11503,YC11503,0,0,1066.0465,0,0,0,0.001887225,0.004041922,0,0,0,0,0
K11_5A2,K11_5A2,0,0,1066.0465,0,0,0,0.001887225,0.004041922,2.3752,0,0,0,0
K11_5B,K11_5B,0,0,1068.4217,0,0,0,0.002266504,0.003497695,2.1694,0,0,0,0
DAA7,DAA7,0,0,1070.5911,0,0,0,0.002661545,0.003048789,0.8747,0,0,0,0
K11_5C,K11_5C,0,0,1071.4658,0,0,0,0.002857847,0.002913713,3.0441,0,0,0,0
K11_5D,K11_5D,0,0,1074.5099,0,0,0,0.003437127,0.00238806,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1077.554,0,0,0,0.004003619,0.001981492,0.0342,0,0,0,0
Q11601,Q11601,0,0,1077.5882,0,0,0,0.004011403,0.001978469,0.0534,0,0.044387864,0,0
BPM11601,BPM11601,0,0,1077.6416,0,0,0,0.004018802,0.001976124,0,0,0,0,0
Q11601,Q11601,0,0,1077.6416,0,0,0,0.004018802,0.001976124,0.0534,0,0.044387864,0,0
DAQ2,DAQ2,0,0,1077.695,0,0,0,0.004016683,0.001978504,0.027,0,0,0,0
K11_6A1,K11_6A1,0,0,1077.722,0,0,0,0.004013205,0.001980907,0.328,0,0,0,0
XC11602,XC11602,0,0,1078.05,0,0,0,0.003957414,0.00200398,0,0,0,0,0
K11_6A2,K11_6A2,0,0,1078.05,0,0,0,0.003957414,0.00200398,0.25,0,0,0,0
YC11603,YC11603,0,0,1078.3,0,0,0,0.003915503,0.002022526,0,0,0,0,0
K11_6A3,K11_6A3,0,0,1078.3,0,0,0,0.003915503,0.002022526,1.5914,0,0,0,0
DAA7D,DAA7D,0,0,1079.8914,0,0,0,0.003651355,0.002152576,0.36121,0,0,0,0
WS11614,WS11614,0,0,1080.25261,0,0,0,0.003607101,0.002193513,0,0,0,0,0
DAA7E,DAA7E,0,0,1080.25261,0,0,0,0.003607101,0.002193513,0.51349,0,0,0,0
K11_6B,K11_6B,0,0,1080.7661,0,0,0,0.003544659,0.00225376,3.0441,0,0,0,0
K11_6C,K11_6C,0,0,1083.8102,0,0,0,0.003086782,0.002567887,3.0441,0,0,0,0
K11_6D,K11_6D,0,0,1086.8543,0,0,0,0.002682522,0.002909814,2.1694,0,0,0,0
DAA7F,DAA7F,0,0,1089.0237,0,0,0,0.002429825,0.00315999,0.34,0,0,0,0
XC11702,XC11702,0,0,1089.3637,0,0,0,0.002400448,0.003209195,0,0,0,0,0
DAA7G,DAA7G,0,0,1089.3637,0,0,0,0.002400448,0.003209195,0.2921,0,0,0,0
YC11703,YC11703,0,0,1089.6558,0,0,0,0.002375677,0.003251665,0,0,0,0,0
DAA7H,DAA7H,0,0,1089.6558,0,0,0,0.002375677,0.003251665,0.2426,0,0,0,0
DAQ1,DAQ1,0,0,1089.8984,0,0,0,0.002355442,0.00328707,0.0342,0,0,0,0
Q11701,Q11701,0,0,1089.9326,0,0,0,0.002352615,0.00329207,0.0534,0,-0.033479313,0,0
BPM11701,BPM11701,0,0,1089.986,0,0,0,0.002350315,0.003296938,0,0,0,0,0
Q11701,Q11701,0,0,1089.986,0,0,0,0.002350315,0.003296938,0.0534,0,-0.033479313,0,0
DAQ2,DAQ2,0,0,1090.0394,0,0,0,0.002352233,0.003295918,0.027,0,0,0,0
K11_7A,K11_7A,0,0,1090.0664,0,0,0,0.002354271,0.003293915,3.0441,0,0,0,0
K11_7B,K11_7B,0,0,1093.1105,0,0,0,0.002536762,0.002994916,3.0441,0,0,0,0
K11_7C,K11_7C,0,0,1096.1546,0,0,0,0.00274504,0.002732446,3.0441,0,0,0,0
K11_7D,K11_7D,0,0,1099.1987,0,0,0,0.002968272,0.002508002,2.1694,0,0,0,0
DAA7A,DAA7A,0,0,1101.3681,0,0,0,0.003132515,0.002372479,0.2511,0,0,0,0
XC11802,XC11802,0,0,1101.6192,0,0,0,0.003157636,0.002362592,0,0,0,0,0
DAA7B,DAA7B,0,0,1101.6192,0,0,0,0.003157636,0.002362592,0.4238,0,0,0,0
WS11744,WS11744,0,0,1102.043,0,0,0,0.003200253,0.002346431,0,0,0,0,0
DAA7C,DAA7C,0,0,1102.043,0,0,0,0.003200253,0.002346431,0.1998,0,0,0,0
DAQ1,DAQ1,0,0,1102.2428,0,0,0,0.003220437,0.002339044,0.0342,0,0,0,0
Q11801,Q11801,0,0,1102.277,0,0,0,0.003223898,0.002337794,0.0534,0,0.029258278,0,0
BPM11801,BPM11801,0,0,1102.3304,0,0,0,0.003226785,0.002337678,0,0,0,0,0
Q11801,Q11801,0,0,1102.3304,0,0,0,0.003226785,0.002337678,0.0534,0,0.029258278,0,0
DAQ2,DAQ2,0,0,1102.3838,0,0,0,0.003224636,0.002341226,0.027,0,0,0,0
K11_8A1,K11_8A1,0,0,1102.4108,0,0,0,0.003222277,0.002343948,0.38633,0,0,0,0
YC11803,YC11803,0,0,1102.79713,0,0,0,0.003179847,0.002376623,0,0,0,0,0
K11_8A2,K11_8A2,0,0,1102.79713,0,0,0,0.003179847,0.002376623,2.65777,0,0,0,0
K11_8B,K11_8B,0,0,1105.4549,0,0,0,0.002897555,0.002606969,3.0441,0,0,0,0
K11_8C,K11_8C,0,0,1108.499,0,0,0,0.002602832,0.002881227,3.0441,0,0,0,0
K11_8D,K11_8D,0,0,1111.5431,0,0,0,0.002341236,0.003159762,3.0441,0,0,0,0
DAQ3,DAQ3,0,0,1114.5872,0,0,0,0.002116534,0.003438145,0.3533,0,0,0,0
Q11901,Q11901,0,0,1114.9405,0,0,0,0.002097769,0.003478123,0.0534,0,-0.030368041,0,0
BPM11901,BPM11901,0,0,1114.9939,0,0,0,0.002096673,0.003481354,0,0,0,0,0
Q11901,Q11901,0,0,1114.9939,0,0,0,0.002096673,0.003481354,0.0534,0,-0.030368041,0,0
DAQ4A,DAQ4A,0,0,1115.0473,0,0,0,0.002098989,0.003478941,0.84513,0,0,0,0
XC11900,XC11900,0,0,1115.89243,0,0,0,0.002163934,0.003396422,0,0,0,0,0
DAQ4B,DAQ4B,0,0,1115.89243,0,0,0,0.002163934,0.003396422,0.27622,0,0,0,0
YC11900,YC11900,0,0,1116.16865,0,0,0,0.002185698,0.003369586,0,0,0,0,0
DAQ4C,DAQ4C,0,0,1116.16865,0,0,0,0.002185698,0.003369586,1.43135,0,0,0,0
LI11END,LI11END,0,0,1117.6,0,0,0,0.002302356,0.003231663,0,0,0,0,0
LI12BEG,LI12BEG,0,0,1117.6,0,0,0,0.002302356,0.003231663,0,0,0,0,0
K12_1A,K12_1A,0,0,1117.6,0,0,0,0.002302356,0.003231663,3.0441,0,0,0,0
K12_1B,K12_1B,0,0,1120.6441,0,0,0,0.002519855,0.002889575,3.0441,0,0,0,0
K12_1C,K12_1C,0,0,1123.6882,0,0,0,0.002747732,0.002572186,3.0441,0,0,0,0
K12_1D,K12_1D,0,0,1126.7323,0,0,0,0.002980704,0.00228205,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1129.7764,0,0,0,0.003215318,0.002023219,0.0342,0,0,0,0
Q12201,Q12201,0,0,1129.8106,0,0,0,0.00321856,0.00202089,0.0534,0,0.029385835,0,0
BPM12201,BPM12201,0,0,1129.864,0,0,0,0.003221099,0.002018847,0,0,0,0,0
Q12201,Q12201,0,0,1129.864,0,0,0,0.003221099,0.002018847,0.0534,0,0.029385835,0,0
DAQ2,DAQ2,0,0,1129.9174,0,0,0,0.003218587,0.002019981,0.027,0,0,0,0
K12_2A1,K12_2A1,0,0,1129.9444,0,0,0,0.00321604,0.002021359,0.328,0,0,0,0
XC12202,XC12202,0,0,1130.2724,0,0,0,0.003179746,0.002034824,0,0,0,0,0
K12_2A2,K12_2A2,0,0,1130.2724,0,0,0,0.003179746,0.002034824,0.25,0,0,0,0
YC12203,YC12203,0,0,1130.5224,0,0,0,0.003152317,0.002045338,0,0,0,0,0
K12_2A3,K12_2A3,0,0,1130.5224,0,0,0,0.003152317,0.002045338,1.5914,0,0,0,0
DAA7D,DAA7D,0,0,1132.1138,0,0,0,0.00297857,0.002114441,0.36121,0,0,0,0
WS12214,WS12214,0,0,1132.47501,0,0,0,0.002945549,0.002135033,0,0,0,0,0
DAA7E,DAA7E,0,0,1132.47501,0,0,0,0.002945549,0.002135033,0.51349,0,0,0,0
K12_2B,K12_2B,0,0,1132.9885,0,0,0,0.002898824,0.002164872,3.0441,0,0,0,0
K12_2C,K12_2C,0,0,1136.0326,0,0,0,0.002585337,0.002316094,3.0441,0,0,0,0
K12_2D,K12_2D,0,0,1139.0767,0,0,0,0.002293984,0.002479663,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1142.1208,0,0,0,0.002028058,0.002651354,0.0342,0,0,0,0
Q12301,Q12301,0,0,1142.155,0,0,0,0.002025572,0.002653762,0.0534,0,-0.02686273,0,0
BPM12301,BPM12301,0,0,1142.2084,0,0,0,0.002023148,0.00265562,0,0,0,0,0
Q12301,Q12301,0,0,1142.2084,0,0,0,0.002023148,0.00265562,0.0534,0,-0.02686273,0,0
DAQ2,DAQ2,0,0,1142.2618,0,0,0,0.002023634,0.002653672,0.027,0,0,0,0
K12_3A1,K12_3A1,0,0,1142.2888,0,0,0,0.002024616,0.002651725,0.3312,0,0,0,0
XC12302,XC12302,0,0,1142.62,0,0,0,0.002033702,0.002623911,0,0,0,0,0
K12_3A2,K12_3A2,0,0,1142.62,0,0,0,0.002033702,0.002623911,0.25,0,0,0,0
YC12303,YC12303,0,0,1142.87,0,0,0,0.002040774,0.002603124,0,0,0,0,0
K12_3A3,K12_3A3,0,0,1142.87,0,0,0,0.002040774,0.002603124,2.4629,0,0,0,0
K12_3B,K12_3B,0,0,1145.3329,0,0,0,0.002115104,0.00240249,3.0441,0,0,0,0
K12_3C,K12_3C,0,0,1148.377,0,0,0,0.002221229,0.002172605,3.0441,0,0,0,0
K12_3D,K12_3D,0,0,1151.4211,0,0,0,0.00233964,0.001965449,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1154.4652,0,0,0,0.002467193,0.001784756,0.0342,0,0,0,0
Q12401,Q12401,0,0,1154.4994,0,0,0,0.002469038,0.001783161,0.0534,0,0.025513763,0,0
BPM12401,BPM12401,0,0,1154.5528,0,0,0,0.002470239,0.001781891,0,0,0,0,0
Q12401,Q12401,0,0,1154.5528,0,0,0,0.002470239,0.001781891,0.0534,0,0.025513763,0,0
DAQ2,DAQ2,0,0,1154.6062,0,0,0,0.002468078,0.001783057,0.027,0,0,0,0
K12_4A1,K12_4A1,0,0,1154.6332,0,0,0,0.002466136,0.001784264,0.3268,0,0,0,0
XC12402,XC12402,0,0,1154.96,0,0,0,0.002439416,0.00179662,0,0,0,0,0
K12_4A2,K12_4A2,0,0,1154.96,0,0,0,0.002439416,0.00179662,0.25,0,0,0,0
YC12403,YC12403,0,0,1155.21,0,0,0,0.00241916,0.001806294,0,0,0,0,0
K12_4A3,K12_4A3,0,0,1155.21,0,0,0,0.00241916,0.001806294,2.4673,0,0,0,0
K12_4B,K12_4B,0,0,1157.6773,0,0,0,0.002223521,0.001907697,3.0441,0,0,0,0
K12_4C,K12_4C,0,0,1160.7214,0,0,0,0.001999655,0.002048132,3.0441,0,0,0,0
K12_4D,K12_4D,0,0,1163.7655,0,0,0,0.001798368,0.002200823,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1166.8096,0,0,0,0.00162417,0.002361884,0.0342,0,0,0,0
Q12501,Q12501,0,0,1166.8438,0,0,0,0.001622607,0.002364049,0.0534,0,-0.02877829,0,0
BPM12501,BPM12501,0,0,1166.8972,0,0,0,0.001621421,0.002365616,0,0,0,0,0
Q12501,Q12501,0,0,1166.8972,0,0,0,0.001621421,0.002365616,0.0534,0,-0.02877829,0,0
DAQ2,DAQ2,0,0,1166.9506,0,0,0,0.001622735,0.002363551,0.027,0,0,0,0
K12_5A1,K12_5A1,0,0,1166.9776,0,0,0,0.001624034,0.002361589,0.3324,0,0,0,0
XC12502,XC12502,0,0,1167.31,0,0,0,0.001638175,0.00233461,0,0,0,0,0
K12_5A2,K12_5A2,0,0,1167.31,0,0,0,0.001638175,0.00233461,0.25,0,0,0,0
YC12503,YC12503,0,0,1167.56,0,0,0,0.001649045,0.002314489,0,0,0,0,0
K12_5A3,K12_5A3,0,0,1167.56,0,0,0,0.001649045,0.002314489,2.4617,0,0,0,0
K12_5B,K12_5B,0,0,1170.0217,0,0,0,0.001762788,0.002120411,3.0441,0,0,0,0
K12_5C,K12_5C,0,0,1173.0658,0,0,0,0.001919443,0.001896768,3.0441,0,0,0,0
K12_5D,K12_5D,0,0,1176.1099,0,0,0,0.002088388,0.001694663,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1179.154,0,0,0,0.002265341,0.001519067,0.0342,0,0,0,0
Q12601,Q12601,0,0,1179.1882,0,0,0,0.002267643,0.001517456,0.0534,0,0.03030093,0,0
BPM12601,BPM12601,0,0,1179.2416,0,0,0,0.002269403,0.001516175,0,0,0,0,0
Q12601,Q12601,0,0,1179.2416,0,0,0,0.002269403,0.001516175,0.0534,0,0.03030093,0,0
DAQ2,DAQ2,0,0,1179.295,0,0,0,0.002267495,0.001517357,0.027,0,0,0,0
K12_6A1,K12_6A1,0,0,1179.322,0,0,0,0.002265603,0.001518578,0.328,0,0,0,0
XC12602,XC12602,0,0,1179.65,0,0,0,0.002240183,0.001531893,0,0,0,0,0
K12_6A2,K12_6A2,0,0,1179.65,0,0,0,0.002240183,0.001531893,0.433,0,0,0,0
YC12603,YC12603,0,0,1180.083,0,0,0,0.002206817,0.001549889,0,0,0,0,0
K12_6A3,K12_6A3,0,0,1180.083,0,0,0,0.002206817,0.001549889,2.2831,0,0,0,0
K12_6B,K12_6B,0,0,1182.3661,0,0,0,0.002035146,0.001651915,3.0441,0,0,0,0
K12_6C,K12_6C,0,0,1185.4102,0,0,0,0.001820908,0.001803937,3.0441,0,0,0,0
K12_6D,K12_6D,0,0,1188.4543,0,0,0,0.001626753,0.001968832,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1191.4984,0,0,0,0.001457549,0.002142198,0.0342,0,0,0,0
Q12701,Q12701,0,0,1191.5326,0,0,0,0.001455978,0.002144424,0.0534,0,-0.03142469,0,0
BPM12701,BPM12701,0,0,1191.586,0,0,0,0.001454753,0.002146103,0,0,0,0,0
Q12701,Q12701,0,0,1191.586,0,0,0,0.001454753,0.002146103,0.0534,0,-0.03142469,0,0
DAQ2,DAQ2,0,0,1191.6394,0,0,0,0.001455979,0.002144184,0.027,0,0,0,0
K12_7A1,K12_7A1,0,0,1191.6664,0,0,0,0.00145722,0.002142305,0.3336,0,0,0,0
XC12702,XC12702,0,0,1192,0,0,0,0.001471195,0.002116938,0,0,0,0,0
K12_7A2,K12_7A2,0,0,1192,0,0,0,0.001471195,0.002116938,0.3575,0,0,0,0
YC12703,YC12703,0,0,1192.3575,0,0,0,0.001486493,0.002089923,0,0,0,0,0
K12_7A3,K12_7A3,0,0,1192.3575,0,0,0,0.001486493,0.002089923,2.353,0,0,0,0
K12_7B,K12_7B,0,0,1194.7105,0,0,0,0.00159409,0.001916262,3.0441,0,0,0,0
K12_7C,K12_7C,0,0,1197.7546,0,0,0,0.001748638,0.001706219,3.0441,0,0,0,0
K12_7D,K12_7D,0,0,1200.7987,0,0,0,0.001915221,0.0015164,3.0441,0,0,0,0
DAQ1,DAQ1,0,0,1203.8428,0,0,0,0.002089652,0.001352317,0.0342,0,0,0,0
Q12801,Q12801,0,0,1203.877,0,0,0,0.002091865,0.001350788,0.0534,0,0.03266983,0,0
BPM12801,BPM12801,0,0,1203.9304,0,0,0,0.002093495,0.001349586,0,0,0,0,0
Q12801,Q12801,0,0,1203.9304,0,0,0,0.002093495,0.001349586,0.0534,0,0.03266983,0,0
DAQ2,DAQ2,0,0,1203.9838,0,0,0,0.002091477,0.001350748,0.027,0,0,0,0
K12_8A1,K12_8A1,0,0,1204.0108,0,0,0,0.002089534,0.001351935,0.3292,0,0,0,0
XC12802,XC12802,0,0,1204.34,0,0,0,0.002063942,0.001365295,0,0,0,0,0
K12_8A2,K12_8A2,0,0,1204.34,0,0,0,0.002063942,0.001365295,0.4032,0,0,0,0
YC12803,YC12803,0,0,1204.7432,0,0,0,0.002032764,0.001382064,0,0,0,0,0
K12_8A3,K12_8A3,0,0,1204.7432,0,0,0,0.002032764,0.001382064,2.3117,0,0,0,0
K12_8B,K12_8B,0,0,1207.0549,0,0,0,0.001857979,0.001485803,3.0441,0,0,0,0
K12_8C,K12_8C,0,0,1210.099,0,0,0,0.001641572,0.001638903,3.0441,0,0,0,0
K12_8D1,K12_8D1,0,0,1213.1431,0,0,0,0.001444726,0.001804991,2.3869,0,0,0,0
XC12900,XC12900,0,0,1215.53,0,0,0,0.001307945,0.001941331,0,0,0,0,0
K12_8D2,K12_8D2,0,0,1215.53,0,0,0,0.001307945,0.001941331,0.25,0,0,0,0
YC12900,YC12900,0,0,1215.78,0,0,0,0.001294756,0.001955957,0,0,0,0,0
K12_8D3,K12_8D3,0,0,1215.78,0,0,0,0.001294756,0.001955957,0.4072,0,0,0,0
DAQ3,DAQ3,0,0,1216.1872,0,0,0,0.001273692,0.001979781,0.3533,0,0,0,0
Q12901,Q12901,0,0,1216.5405,0,0,0,0.001257114,0.002002455,0.0534,0,-0.031100077,0,0
BPM12901,BPM12901,0,0,1216.5939,0,0,0,0.00125569,0.002004228,0,0,0,0,0
