"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"BPM27801","L3","MAD","BPMS:LI27:801","L3","","","BPMS:LB27:801","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","713.2650601","2340.108465","2727.9304","8949.902887","","","","","SA-906-205-75","SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-SYS0-OP00, EIOC-LI27-BP801, SIOC-ALH0-GADC00, IOC-LI27-BP02","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","668.30840676","BPM","2727.9304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:LB27%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27801","L3","MAD","QUAD:LI27:801","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27801","QE","713.2650601","2340.108465","2727.9304","8949.902887","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","11.594301589195","-10.856087630332","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","668.30840676","QUAD","2727.9304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27802","L3","MAD","XCOR:LI27:802","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27802","TYPE-4","713.6746601","2341.452297","2728.34","8951.246719","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","668.71800676","XCOR","2728.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27803","L3","MAD","YCOR:LI27:803","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27803","TYPE-4","713.9246601","2342.272507","2728.59","8952.066929","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","668.96800676","YCOR","2728.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_8A","L3","MAD","KLYS:LI27:81","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","714.8675101","2345.365847","2729.53285","8955.160269","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","669.91085676","BNCH","2729.53285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_8B","L3","MAD","KLYS:LI27:81","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","717.9116101","2355.353052","2732.57695","8965.147474","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","672.95495676","BNCH","2732.57695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_8C","L3","MAD","KLYS:LI27:81","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","720.9557101","2365.340256","2735.62105","8975.134678","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","675.99905676","BNCH","2735.62105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_8D","L3","MAD","KLYS:LI27:81","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","723.9998101","2375.327461","2738.66515","8985.121883","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","679.04315676","BNCH","2738.66515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27900","L3","MAD","XCOR:LI27:900","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27900","TYPE-4","724.7188601","2377.686549","2739.3842","8987.480971","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","679.76220676","XCOR","2739.3842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27900","L3","MAD","YCOR:LI27:900","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27900","TYPE-4","725.1146601","2378.985105","2739.78","8988.779528","","","","","SA-238-4-1","SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","680.15800676","YCOR","2739.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM27901","L3","MAD","BPMS:LI27:901","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","725.8500601","2381.397835","2740.5154","8991.192257","","","","","SA-906-205-75","SIOC-SYS0-OP00, SIOC-ALH0-GADC00, EIOC-LI27-BP901, IOC-LI27-BP02","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","680.89340676","BPM","2740.5154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27901","L3","MAD","QUAD:LI27:901","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27901","QE","725.8500601","2381.397835","2740.5154","8991.192257","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","-11.100785925254","10.393994312036","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","680.89340676","QUAD","2740.5154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPN27END","BYP","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","2753.318158","9033.196056","2743.2","9000","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1540.568697","MARK","2743.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"LI27END","L3","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","728.5346601","2390.205578","2743.2","9000","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","683.57800676","MARK","2743.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"LI28BEG","L3","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","728.5346601","2390.205578","2743.2","9000","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","683.57800676","MARK","2743.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"K28_1A","L3","MAD","KLYS:LI28:11","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","730.0567101","2395.19918","2744.72205","9004.993602","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","685.10005676","BNCH","2744.72205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K28_1B","L3","MAD","KLYS:LI28:11","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","733.1008101","2405.186385","2747.76615","9014.980807","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","688.14415676","BNCH","2747.76615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K28_1C","L3","MAD","KLYS:LI28:11","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","736.1449101","2415.17359","2750.81025","9024.968012","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".5","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","691.18825676","BNCH","2750.81025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"WS28144","L3","MAD","WIRE:LI28:144","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","WIRE","","SLOW","740.5079601","2429.488058","2755.1733","9039.28248","","","","","","SIOC-ALH0-WS00, SIOC-SYS0-OP00, SIOC-SYS0-EM00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","695.55130676","WIRE","2755.1733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WIRE:LI28%25","WIRE:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM28201","L3","MAD","BPMS:LI28:201","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","BPM","","10_UM_RES","740.7986601","2430.441798","2755.464","9040.23622","","","","","SA-906-205-75","IOC-LI28-BP01, SIOC-SYS0-OP00, SIOC-ALH0-GADC00","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","695.84200676","BPM","2755.464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI28%25","BPMS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q28201","L3","MAD","QUAD:LI28:201","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","QUAD","Q28201","QE","740.7986601","2430.441798","2755.464","9040.23622","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","11.137994658877","-10.428833950259","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","695.84200676","QUAD","2755.464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI28%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC28202","L3","MAD","XCOR:LI28:202","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","XCOR","XC28202","TYPE-4","741.2046601","2431.773819","2755.87","9041.568241","","","","","SA-238-4-1","SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","696.24800676","XCOR","2755.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI28%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC28203","L3","MAD","YCOR:LI28:203","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","YCOR","YC28203","TYPE-4","741.4546601","2432.594029","2756.12","9042.388451","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","696.49800676","YCOR","2756.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI28%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"QBP35","BYP","MAD","QUAD:BPN28:200","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","QUAD","4238","2Q4W","2766.349461","9075.949675","2756.231303","9042.753619","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","-4.832176458437","3.884386220609","KG2T_GDL2G",".8038585209","1","","","","","","","","","","","","BYPASS TO BKYSP0H","1553.6","QUAD","2756.231303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:BPN28%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPMBP35","BYP","MAD","BPMS:BPN28:200","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","BPM","","STRIPLINE-5","2766.871461","9077.662274","2756.753303","9044.466217","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1554.122","BPM","2756.753303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:BPN28%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"RFBBP35","*BYP","MAD","BPMS:BPN28:201","*BYP","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","BPM","","CAVITYS-1","2766.871461","9077.662274","2756.753303","9044.466217","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1554.122","BPM","2756.753303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:BPN28%25","BPMS:%25","","",""
"K28_2A","L3","MAD","KLYS:LI28:21","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","742.4011101","2435.69918","2757.06645","9045.493602","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","697.44445676","BNCH","2757.06645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XCBP35","BYP","MAD","XCOR:BPN28:206","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","XCOR","XCBP35","BYPASS#2","2767.614761","9080.100922","2757.496603","9046.904865","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1554.8653","XCOR","2757.496603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:BPN28%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YCBP35","BYP","MAD","YCOR:BPN28:209","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","YCOR","YCBP35","BYPASS#2","2767.894161","9081.017589","2757.776003","9047.821532","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1555.1447","YCOR","2757.776003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:BPN28%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"K28_2B","L3","MAD","KLYS:LI28:21","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","745.4452101","2445.686385","2760.11055","9055.480807","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","700.48855676","BNCH","2760.11055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K28_2C","L3","MAD","KLYS:LI28:21","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","748.4893101","2455.67359","2763.15465","9065.468012","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","703.53265676","BNCH","2763.15465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K28_2D","L3","MAD","KLYS:LI28:21","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","LCAV","","10FT","751.5334101","2465.660794","2766.19875","9075.455217","","","","","AD-756-115-0","SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","N","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","706.57675676","BNCH","2766.19875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI28%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM28301","L3","MAD","BPMS:LI28:301","L3","","","BPMS:LA28:301","289","","SYMBOLS","A","AD_ACCEL","S28","","","BPM","","10_UM_RES","753.1430601","2470.941798","2767.8084","9080.73622","","","","","SA-906-205-75","IOC-LI28-BP01, SIOC-SYS0-OP00, SIOC-ALH0-GADC00","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","708.18640676","BPM","2767.8084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI28%25","BPMS:LA28%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q28301","L3","MAD","QUAD:LI28:301","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","QUAD","Q28301","QE","753.1430601","2470.941798","2767.8084","9080.73622","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","-11.585419803678","10.847771351759","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","708.18640676","QUAD","2767.8084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI28%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC28302","L3","MAD","XCOR:LI28:302","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","XCOR","XC28302","TYPE-4","753.5546601","2472.292192","2768.22","9082.086614","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","708.59800676","XCOR","2768.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI28%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC28303","L3","MAD","YCOR:LI28:303","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S28","","","YCOR","YC28303","TYPE-4","753.8046601","2473.112402","2768.47","9082.906824","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","708.84800676","YCOR","2768.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI28%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
